Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
22,tt0042804,2013-05-01,2013-05-01,,Los olvidados,https://www.imdb.com/title/tt0042804/,movie,8.3,85,1950,"Crime, Drama",16629,1950-11-09,Luis Buñuel
23,tt0048473,2013-05-01,2013-05-01,,Pather Panchali,https://www.imdb.com/title/tt0048473/,movie,8.6,125,1955,Drama,20033,1955-08-26,Satyajit Ray
24,tt0047811,2013-05-01,2013-05-01,,All That Heaven Allows,https://www.imdb.com/title/tt0047811/,movie,7.6,89,1955,"Drama, Romance",12169,1955-08-25,Douglas Sirk
25,tt0071141,2013-07-30,2013-07-30,,Angst essen Seele auf,https://www.imdb.com/title/tt0071141/,movie,8.1,92,1974,"Drama, Romance",17045,1974-03-05,Rainer Werner Fassbinder
26,tt0297884,2013-07-30,2013-07-30,,Far from Heaven,https://www.imdb.com/title/tt0297884/,movie,7.3,107,2002,Drama,41942,2002-09-02,Todd Haynes
27,tt0048021,2013-05-01,2013-05-01,,Du rififi chez les hommes,https://www.imdb.com/title/tt0048021/,movie,8.2,118,1955,"Crime, Thriller",23604,1955-04-13,Jules Dassin
28,tt0049902,2013-05-01,2013-05-01,,Un condamné à mort s'est échappé ou Le vent souffle où il veut,https://www.imdb.com/title/tt0049902/,movie,8.3,101,1956,Drama,16629,1956-11-11,Robert Bresson
29,tt0049730,2013-07-30,2013-07-30,,The Searchers,https://www.imdb.com/title/tt0049730/,movie,7.9,119,1956,"Adventure, Drama, Western",74855,1956-05-16,John Ford
30,tt0047892,2013-07-30,2013-07-30,,Bob le flambeur,https://www.imdb.com/title/tt0047892/,movie,7.7,98,1956,"Crime, Drama, Thriller",9691,1956-08-24,Jean-Pierre Melville
31,tt0049366,2013-07-30,2013-07-30,,Invasion of the Body Snatchers,https://www.imdb.com/title/tt0049366/,movie,7.7,80,1956,"Drama, Horror, Sci-Fi",42028,1956-02-05,Don Siegel
